CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	Orthophosphate (uM) SA
A3016	38.199282	-121.545264	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.68	17.40	23.03	138.97	7.61	7.73	90.14	2.29	1.24	14.03	1.96	16.05	23.08	133.66	0.07	0.50	0.67	0.96	0.00	2.14	23.38	23.21	44.94	0.00	23.08	1.88
A585	38.200609	-121.558266	North Delta tidal transition zone	Sacramento River	7/1/2020	5.11	16.56	23.36	137.63	7.67	7.91	92.85	4.35	2.12	14.08	3.32	15.26	23.43	132.99	0.07	1.58	0.77	1.51	0.00	3.86	40.89	20.07	39.19	0.00	21.51	1.89
A3014	38.201024	-121.542568	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.59	17.45	23.02	138.78	7.61	7.73	90.15	2.30	1.24	14.10	1.98	16.06	23.06	133.41	0.07	0.51	0.68	0.95	0.00	2.15	23.88	27.92	44.35	0.00	23.04	1.86
A3012	38.202828	-121.540211	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.37	17.58	23.04	138.51	7.61	7.74	90.26	2.30	1.25	14.16	2.02	16.02	23.08	133.25	0.07	0.54	0.67	0.96	0.00	2.17	24.91	28.43	43.64	0.00	22.95	1.84
A583	38.203493	-121.557666	North Delta tidal transition zone	Sacramento River	7/1/2020	5.16	16.38	23.37	137.72	7.67	7.91	92.86	4.30	2.11	14.11	3.35	15.31	23.44	133.22	0.07	1.59	0.77	1.51	0.00	3.87	41.07	19.97	39.06	0.00	21.25	1.88
A3010	38.205655	-121.541073	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.42	17.61	23.03	138.47	7.61	7.74	90.29	2.32	1.24	14.14	2.01	16.06	23.07	133.19	0.07	0.55	0.67	0.96	0.00	2.18	25.30	28.06	43.66	0.00	23.03	1.83
A581	38.206336	-121.557682	North Delta tidal transition zone	Sacramento River	7/1/2020	5.14	16.07	23.38	137.77	7.67	7.91	92.90	4.28	2.12	14.16	3.38	15.37	23.45	133.47	0.07	1.62	0.77	1.52	0.00	3.91	41.40	19.62	38.99	0.00	20.84	1.87
A3008	38.208536	-121.540875	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.35	17.69	23.03	138.08	7.62	7.76	90.49	2.35	1.22	14.05	2.00	16.06	23.08	132.91	0.07	0.56	0.67	0.95	0.00	2.17	25.70	28.54	43.46	0.00	23.04	1.81
A579	38.209264	-121.557609	North Delta tidal transition zone	Sacramento River	7/1/2020	5.11	15.92	23.37	137.76	7.67	7.91	92.89	4.31	2.11	14.19	3.37	15.40	23.45	133.51	0.07	1.60	0.77	1.52	0.00	3.89	41.18	19.73	39.10	0.00	20.63	1.86
A3006	38.210451	-121.538411	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.22	17.53	23.05	137.68	7.62	7.79	90.79	2.32	1.23	13.92	1.99	16.00	23.09	132.63	0.07	0.56	0.67	0.93	0.00	2.16	26.16	26.79	37.44	0.00	22.75	1.80
A3004	38.211738	-121.536040	North Delta tidal transition zone	Georgiana Slough	7/1/2020	5.00	17.22	23.05	137.17	7.63	7.84	91.25	2.28	1.26	13.73	2.00	15.91	23.10	132.21	0.07	0.59	0.66	0.93	0.00	2.18	27.08	10.44	14.56	0.00	22.22	1.79
A577	38.212148	-121.557705	North Delta tidal transition zone	Sacramento River	7/1/2020	4.99	15.62	23.36	137.69	7.67	7.91	92.87	4.44	2.08	14.24	3.31	15.46	23.42	133.38	0.07	1.51	0.77	1.51	0.00	3.79	39.93	20.24	39.86	0.00	20.21	1.85
A3002	38.214231	-121.538282	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.89	17.12	23.04	137.08	7.63	7.83	91.29	2.31	1.23	13.61	1.95	15.93	23.08	131.99	0.07	0.56	0.66	0.93	0.00	2.16	25.77	24.78	34.78	0.00	22.02	1.79
A575	38.215038	-121.557754	North Delta tidal transition zone	Sacramento River	7/1/2020	4.91	15.48	23.34	137.63	7.67	7.92	92.88	4.49	2.07	14.26	3.30	15.48	23.41	133.18	0.07	1.47	0.76	1.50	0.00	3.73	39.27	20.47	40.32	0.00	20.01	1.84
A3000	38.215926	-121.541169	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.69	16.95	23.03	136.80	7.63	7.84	91.49	2.33	1.24	13.37	1.92	15.90	23.07	131.63	0.07	0.54	0.66	0.95	0.00	2.15	25.12	30.00	42.92	0.00	21.67	1.79
A573	38.217950	-121.557482	North Delta tidal transition zone	Sacramento River	7/1/2020	4.69	15.22	23.30	137.38	7.67	7.93	92.99	4.57	2.06	14.26	3.30	15.51	23.37	132.61	0.07	1.40	0.75	1.50	0.00	3.65	38.46	20.64	41.05	0.00	19.64	1.83
A2998	38.218220	-121.543131	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.57	16.83	23.02	136.59	7.63	7.86	91.71	2.38	1.28	13.03	1.93	15.89	23.06	131.34	0.07	0.54	0.66	0.96	0.00	2.16	25.12	30.59	44.48	0.00	21.43	1.80
A571	38.220840	-121.556949	North Delta tidal transition zone	Sacramento River	7/1/2020	4.54	15.11	23.29	137.16	7.67	7.94	93.12	4.59	2.06	14.22	3.29	15.52	23.35	132.27	0.07	1.37	0.75	1.49	0.00	3.61	38.01	20.85	41.34	0.00	19.46	1.82
A2996	38.221032	-121.543864	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.46	16.69	23.03	136.42	7.64	7.90	92.19	2.39	1.32	12.81	1.93	15.87	23.06	131.20	0.07	0.53	0.66	0.95	0.00	2.14	24.88	30.65	44.12	0.00	21.15	1.80
A2994	38.223160	-121.542526	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.39	16.61	23.04	136.31	7.64	7.93	92.59	2.40	1.35	12.64	1.91	15.85	23.07	131.12	0.07	0.52	0.66	0.94	0.00	2.11	24.40	31.40	44.25	0.00	20.97	1.80
A2992	38.223573	-121.538918	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.33	16.62	23.03	136.30	7.64	7.95	92.69	2.36	1.31	13.03	1.89	15.83	23.06	131.12	0.07	0.52	0.66	0.92	0.00	2.10	24.62	29.94	41.28	0.00	20.95	1.80
A569	38.223659	-121.556344	North Delta tidal transition zone	Sacramento River	7/1/2020	4.37	15.01	23.27	136.93	7.67	7.96	93.31	4.61	2.08	14.19	3.26	15.54	23.33	131.99	0.07	1.34	0.75	1.49	0.00	3.57	37.49	21.13	41.59	0.00	19.26	1.81
A2990	38.224373	-121.535370	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.39	16.81	23.01	136.40	7.63	7.95	92.65	2.39	1.31	13.19	1.93	15.86	23.05	131.16	0.07	0.54	0.67	0.94	0.00	2.16	25.21	29.66	41.23	0.00	21.22	1.81
A2988	38.226435	-121.532938	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.44	17.08	23.01	136.67	7.63	7.93	92.48	2.41	1.29	13.41	1.96	15.89	23.04	131.31	0.07	0.56	0.67	0.95	0.00	2.18	25.80	30.25	42.69	0.00	21.57	1.81
A567	38.226556	-121.556179	North Delta tidal transition zone	Sacramento River	7/1/2020	4.18	14.85	23.25	136.67	7.68	8.00	93.75	4.63	2.09	14.22	3.15	15.61	23.31	131.79	0.07	1.29	0.76	1.48	0.00	3.52	36.54	21.49	42.01	0.01	19.01	1.80
A2984	38.226583	-121.526863	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.63	17.77	23.06	137.67	7.63	7.85	91.62	2.36	1.23	13.91	1.99	15.91	23.09	132.13	0.07	0.59	0.67	0.96	0.00	2.21	26.74	26.46	42.57	0.00	22.49	1.82
A2986	38.227224	-121.529891	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.57	17.54	23.05	137.34	7.63	7.88	91.93	2.38	1.23	13.77	1.97	15.90	23.07	131.83	0.07	0.57	0.67	0.95	0.00	2.19	26.16	28.19	42.49	0.00	22.19	1.82
A2982	38.228832	-121.524879	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.69	18.14	23.09	137.96	7.63	7.83	91.46	2.37	1.22	13.99	2.00	15.89	23.12	132.55	0.07	0.62	0.66	0.99	0.00	2.25	27.45	24.39	43.57	0.00	22.93	1.82
A565	38.229430	-121.556394	North Delta tidal transition zone	Sacramento River	7/1/2020	4.12	14.81	23.25	136.81	7.68	8.02	93.94	4.66	2.06	14.29	3.10	15.66	23.32	131.96	0.07	1.26	0.76	1.47	0.00	3.48	36.15	21.82	42.09	0.00	18.92	1.79
A2980	38.231024	-121.522448	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.64	18.36	23.08	137.89	7.63	7.84	91.61	2.39	1.23	13.95	2.01	15.89	23.13	132.69	0.07	0.63	0.66	1.01	0.00	2.29	27.65	24.80	44.06	0.00	23.08	1.81
A563	38.232116	-121.557743	North Delta tidal transition zone	Sacramento River	7/1/2020	4.05	14.88	23.25	137.19	7.68	8.04	94.17	4.70	2.01	14.42	3.06	15.79	23.32	132.40	0.07	1.22	0.76	1.46	0.00	3.44	35.52	21.92	42.43	0.02	18.93	1.78
A2978	38.233304	-121.520127	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.44	18.40	23.06	137.49	7.63	7.90	92.24	2.45	1.29	13.78	2.07	15.91	23.10	132.37	0.07	0.64	0.66	1.03	0.00	2.32	27.56	27.90	44.32	0.00	22.85	1.79
A561	38.234826	-121.558865	North Delta tidal transition zone	Sacramento River	7/1/2020	4.00	14.96	23.26	137.48	7.68	8.05	94.28	4.81	2.00	14.45	3.09	15.87	23.32	132.71	0.07	1.23	0.76	1.47	0.00	3.46	35.42	22.01	42.59	0.00	18.97	1.78
A2976	38.235530	-121.517824	North Delta tidal transition zone	Georgiana Slough	7/1/2020	4.32	17.80	23.09	137.25	7.65	7.97	93.05	2.45	1.38	13.55	2.18	15.81	23.12	132.11	0.07	0.67	0.68	1.09	0.00	2.44	27.56	27.40	44.95	0.18	22.12	1.77
A559	38.237652	-121.558214	North Delta tidal transition zone	Sacramento River	7/1/2020	3.95	15.16	23.24	137.77	7.68	8.06	94.38	4.67	2.02	14.48	3.11	15.95	23.30	132.96	0.07	1.20	0.75	1.50	0.00	3.46	34.75	21.21	43.46	0.04	19.11	1.77
A542	38.238260	-121.529881	North Delta tidal transition zone	Sacramento River	7/1/2020	4.21	17.72	23.16	137.63	7.65	7.96	93.09	2.82	1.51	13.73	2.40	15.65	23.19	132.58	0.07	0.75	0.64	1.23	0.05	2.67	27.40	19.96	46.33	1.77	21.94	1.76
A2974	38.238340	-121.517514	North Delta tidal transition zone	Georgiana Slough	7/1/2020	3.99	16.92	23.14	136.44	7.66	8.03	93.81	2.48	1.46	13.15	2.27	15.48	23.15	131.36	0.07	0.69	0.65	1.17	0.03	2.53	27.14	25.70	46.30	0.98	20.92	1.76
A545	38.238897	-121.535338	North Delta tidal transition zone	Sacramento River	7/1/2020	4.00	17.02	23.18	137.90	7.65	8.00	93.56	3.28	1.61	13.97	2.58	15.72	23.23	132.86	0.07	0.83	0.66	1.31	0.05	2.85	28.28	16.94	46.00	1.62	21.03	1.74
A540	38.238820	-121.526266	North Delta tidal transition zone	Sacramento River	7/1/2020	4.27	17.86	23.17	137.51	7.64	7.95	92.98	2.70	1.49	13.65	2.36	15.62	23.19	132.49	0.07	0.73	0.64	1.22	0.05	2.63	27.26	21.21	46.46	1.80	22.14	1.77
A538	38.239358	-121.522704	North Delta tidal transition zone	Sacramento River	7/1/2020	4.29	17.91	23.19	137.20	7.64	7.96	93.03	2.56	1.50	13.47	2.34	15.56	23.19	132.21	0.07	0.72	0.63	1.22	0.05	2.61	27.20	23.14	46.65	1.93	22.21	1.77
A536	38.239763	-121.518995	North Delta tidal transition zone	Sacramento River	7/1/2020	3.97	16.91	23.19	136.44	7.66	8.03	93.92	2.51	1.53	13.04	2.36	15.36	23.21	131.48	0.07	0.72	0.63	1.23	0.06	2.63	27.22	23.62	46.75	2.03	20.88	1.75
A547	38.239756	-121.538846	North Delta tidal transition zone	Sacramento River	7/1/2020	3.92	16.68	23.19	138.08	7.66	8.01	93.78	3.53	1.64	14.13	2.65	15.80	23.24	133.04	0.07	0.87	0.68	1.34	0.04	2.91	28.64	16.65	45.66	1.33	20.60	1.73
A557	38.239913	-121.556033	North Delta tidal transition zone	Sacramento River	7/1/2020	3.88	15.51	23.21	138.33	7.67	8.07	94.46	4.43	2.00	14.53	3.11	16.08	23.27	133.41	0.07	1.15	0.73	1.52	0.00	3.41	33.35	19.50	44.80	0.14	19.40	1.76
A549	38.240573	-121.542383	North Delta tidal transition zone	Sacramento River	7/1/2020	3.90	16.29	23.20	138.17	7.66	8.03	93.96	3.79	1.70	14.27	2.75	15.87	23.26	133.16	0.07	0.93	0.69	1.38	0.03	3.03	29.68	16.82	45.39	0.98	20.19	1.74
A534	38.240572	-121.516747	North Delta tidal transition zone	Sacramento River	7/1/2020	3.84	16.32	23.15	136.11	7.67	8.06	94.27	2.49	1.46	12.98	2.27	15.38	23.17	131.09	0.07	0.68	0.64	1.18	0.03	2.54	26.90	25.45	46.35	1.23	20.15	1.75
A551	38.241249	-121.545930	North Delta tidal transition zone	Sacramento River	7/1/2020	3.89	16.10	23.20	138.20	7.66	8.03	94.05	3.92	1.74	14.34	2.81	15.90	23.26	133.20	0.07	0.97	0.70	1.40	0.02	3.09	30.31	17.11	45.26	0.80	20.00	1.74
A555	38.241595	-121.553222	North Delta tidal transition zone	Sacramento River	7/1/2020	3.88	15.59	23.20	138.32	7.67	8.06	94.39	4.33	1.95	14.51	3.05	16.05	23.26	133.37	0.07	1.12	0.72	1.50	0.01	3.35	32.83	19.00	44.90	0.23	19.47	1.75
A553	38.241746	-121.549564	North Delta tidal transition zone	Sacramento River	7/1/2020	3.87	15.91	23.20	138.40	7.67	8.05	94.21	4.11	1.82	14.47	2.90	16.01	23.26	133.39	0.07	1.02	0.71	1.44	0.01	3.18	31.12	17.75	45.10	0.49	19.78	1.74
A532	38.242725	-121.514437	North Delta tidal transition zone	Sacramento River	7/1/2020	3.60	15.28	23.12	135.58	7.68	8.14	95.15	2.46	1.36	12.93	2.10	15.43	23.15	130.56	0.07	0.61	0.66	1.07	0.01	2.36	25.99	28.13	45.48	0.43	18.88	1.74
A529	38.246402	-121.511513	North Delta tidal transition zone	Sacramento River	7/1/2020	3.52	14.76	23.06	135.48	7.69	8.22	95.99	2.37	1.36	13.28	1.93	15.68	23.10	130.38	0.07	0.52	0.67	0.95	0.00	2.14	24.27	31.84	44.44	0.00	18.28	1.72
A527	38.249283	-121.510872	North Delta tidal transition zone	Sacramento River	7/1/2020	3.46	15.14	23.02	135.79	7.69	8.21	95.73	2.42	1.39	13.42	1.97	15.81	23.06	130.53	0.07	0.52	0.67	0.97	0.00	2.16	23.91	31.70	44.99	0.00	18.59	1.72
A525	38.252094	-121.511866	North Delta tidal transition zone	Sacramento River	7/1/2020	3.31	16.66	22.95	136.96	7.67	8.13	94.75	2.60	1.41	13.82	2.06	16.17	22.99	131.28	0.07	0.50	0.68	1.03	0.00	2.20	22.86	31.05	46.61	0.00	19.97	1.72
A523	38.254601	-121.513545	North Delta tidal transition zone	Sacramento River	7/1/2020	3.23	18.17	22.94	138.23	7.66	8.07	94.02	2.80	1.40	14.11	2.09	16.51	22.98	132.46	0.07	0.48	0.68	1.04	0.00	2.20	21.78	26.83	47.40	0.00	21.40	1.72
A521	38.256720	-121.516117	North Delta tidal transition zone	Sacramento River	7/1/2020	3.19	19.29	22.95	139.29	7.65	8.04	93.68	2.94	1.43	14.29	2.11	16.78	22.99	133.53	0.07	0.45	0.68	1.05	0.00	2.19	20.71	23.44	48.22	0.02	22.48	1.71
A519	38.258687	-121.518807	North Delta tidal transition zone	Sacramento River	7/1/2020	3.26	19.62	22.97	139.88	7.64	8.05	93.86	2.89	1.44	14.36	2.13	16.79	23.01	134.29	0.07	0.44	0.68	1.08	0.00	2.20	20.11	27.41	48.87	0.07	22.87	1.71
A517	38.260791	-121.521353	North Delta tidal transition zone	Sacramento River	7/1/2020	3.41	19.86	22.98	140.26	7.64	8.04	93.72	2.79	1.30	14.66	2.06	16.71	23.03	134.63	0.07	0.42	0.67	1.06	0.00	2.14	19.24	30.98	49.38	0.07	23.27	1.70
A515	38.262737	-121.524053	North Delta tidal transition zone	Sacramento River	7/1/2020	3.63	20.11	22.98	140.64	7.64	8.01	93.42	2.78	1.16	14.99	1.99	16.70	23.03	134.96	0.07	0.38	0.67	1.03	0.00	2.07	18.36	32.23	49.68	0.05	23.74	1.70
A513	38.264745	-121.526710	North Delta tidal transition zone	Sacramento River	7/1/2020	3.80	20.07	22.96	140.92	7.64	8.00	93.27	2.85	1.14	15.21	2.00	16.83	23.01	135.19	0.07	0.35	0.67	1.01	0.00	2.03	17.36	33.37	49.28	0.03	23.87	1.69
A511	38.266835	-121.529257	North Delta tidal transition zone	Sacramento River	7/1/2020	3.77	19.96	22.94	141.09	7.64	8.00	93.25	2.86	1.14	15.30	2.01	16.92	23.00	135.34	0.07	0.34	0.68	0.99	0.00	2.01	16.81	31.15	44.88	0.01	23.73	1.68
A509	38.268771	-121.532010	North Delta tidal transition zone	Sacramento River	7/1/2020	3.77	19.76	22.93	141.21	7.64	8.00	93.25	2.87	1.14	15.32	2.03	16.98	22.99	135.46	0.07	0.35	0.69	0.98	0.00	2.01	17.18	28.73	41.05	0.00	23.53	1.67
A507	38.270760	-121.534704	North Delta tidal transition zone	Sacramento River	7/1/2020	3.74	19.23	22.92	141.26	7.64	8.03	93.55	2.90	1.17	15.17	2.11	16.98	22.97	135.53	0.07	0.43	0.70	0.97	0.00	2.12	20.29	29.88	38.62	0.14	22.96	1.66
A505	38.272747	-121.537358	North Delta tidal transition zone	Sacramento River	7/1/2020	3.77	19.10	22.90	141.04	7.65	8.10	94.26	2.96	1.23	14.84	2.21	17.07	22.95	135.31	0.07	0.45	0.71	0.99	0.01	2.17	20.65	32.11	43.53	0.31	22.78	1.65
A503	38.274739	-121.540051	North Delta tidal transition zone	Sacramento River	7/1/2020	3.82	19.40	22.86	140.82	7.65	8.15	94.80	2.96	1.30	14.56	2.27	17.20	22.91	135.06	0.07	0.41	0.72	1.02	0.01	2.17	18.96	33.01	46.79	0.31	23.08	1.63
A501	38.276777	-121.542664	North Delta tidal transition zone	Sacramento River	7/1/2020	3.94	20.48	22.77	140.87	7.65	8.16	94.66	2.87	1.34	14.42	2.24	17.47	22.80	134.90	0.07	0.29	0.73	1.04	0.00	2.06	13.70	36.24	50.24	0.01	24.38	1.61
A499	38.278955	-121.545057	North Delta tidal transition zone	Sacramento River	7/1/2020	3.97	20.89	22.72	141.08	7.65	8.12	94.18	2.84	1.28	14.50	2.14	17.63	22.74	134.94	0.07	0.22	0.74	0.99	0.00	1.94	11.02	38.48	50.75	0.00	24.88	1.60
A497	38.281001	-121.547677	North Delta tidal transition zone	Sacramento River	7/1/2020	4.00	20.91	22.68	141.17	7.64	8.10	93.92	2.92	1.21	14.53	2.07	17.71	22.70	134.89	0.07	0.19	0.75	0.92	0.00	1.85	9.99	40.63	49.79	0.00	24.93	1.59
A495	38.282826	-121.550532	North Delta tidal transition zone	Sacramento River	7/1/2020	3.95	20.48	22.65	141.20	7.64	8.08	93.64	3.07	1.13	14.80	2.02	17.70	22.67	134.80	0.07	0.18	0.76	0.87	0.00	1.79	9.73	42.51	48.46	0.00	24.44	1.57
A493	38.284595	-121.553449	North Delta tidal transition zone	Sacramento River	7/1/2020	3.94	20.23	22.64	141.17	7.64	8.09	93.64	3.10	1.14	14.74	2.02	17.64	22.66	134.75	0.07	0.18	0.76	0.87	0.00	1.80	10.11	42.27	48.20	0.00	24.17	1.56
A491	38.286729	-121.555933	North Delta tidal transition zone	Sacramento River	7/1/2020	3.95	20.03	22.64	141.10	7.64	8.09	93.70	3.12	1.14	14.43	2.01	17.59	22.66	134.72	0.07	0.18	0.75	0.88	0.00	1.81	10.08	41.62	48.64	0.00	23.98	1.55
A489	38.288908	-121.558319	North Delta tidal transition zone	Sacramento River	7/1/2020	3.98	19.75	22.65	141.06	7.65	8.09	93.68	3.08	1.13	14.26	2.00	17.49	22.66	134.65	0.07	0.19	0.74	0.91	0.00	1.83	10.25	40.49	49.50	0.00	23.73	1.53
A487	38.291045	-121.560803	North Delta tidal transition zone	Sacramento River	7/1/2020	4.01	19.55	22.65	141.08	7.65	8.06	93.34	3.01	1.10	14.64	1.98	17.46	22.67	134.62	0.07	0.17	0.74	0.90	0.00	1.81	9.47	40.62	49.70	0.00	23.54	1.52
A485	38.293275	-121.563162	North Delta tidal transition zone	Sacramento River	7/1/2020	4.05	19.35	22.66	141.10	7.65	8.03	92.99	2.95	1.08	15.08	1.95	17.44	22.67	134.60	0.07	0.15	0.73	0.87	0.00	1.76	8.54	41.29	49.22	0.00	23.37	1.51
A483	38.295545	-121.565453	North Delta tidal transition zone	Sacramento River	7/1/2020	4.08	19.28	22.66	141.13	7.65	8.01	92.77	2.96	1.06	15.24	1.93	17.42	22.67	134.61	0.07	0.14	0.73	0.83	0.00	1.72	8.14	34.72	48.48	0.00	23.34	1.50
A481	38.297934	-121.567542	North Delta tidal transition zone	Sacramento River	7/1/2020	4.13	19.40	22.67	141.19	7.65	8.03	93.09	3.05	1.06	15.07	1.93	17.45	22.67	134.68	0.07	0.14	0.73	0.81	0.00	1.70	8.42	14.59	48.01	0.02	23.53	1.50
A479	38.300345	-121.569591	North Delta tidal transition zone	Sacramento River	7/1/2020	4.14	19.42	22.68	141.22	7.65	8.07	93.56	3.12	1.07	14.89	1.93	17.42	22.68	134.76	0.07	0.14	0.74	0.80	0.01	1.69	8.21	12.90	47.37	0.30	23.58	1.49
A477	38.302769	-121.571606	North Delta tidal transition zone	Sacramento River	7/1/2020	4.17	19.45	22.68	141.26	7.66	8.11	94.01	3.19	1.06	14.77	1.93	17.39	22.68	134.81	0.07	0.12	0.74	0.79	0.01	1.68	7.59	25.03	47.08	0.53	23.64	1.49
A475	38.305093	-121.573212	North Delta tidal transition zone	Steamboat Slough	7/1/2020	4.23	19.70	22.68	141.40	7.66	8.11	93.97	3.19	1.05	14.77	1.91	17.36	22.68	134.89	0.07	0.13	0.73	0.81	0.01	1.70	6.42	37.65	47.48	0.54	23.94	1.49
A473	38.307395	-121.574555	North Delta tidal transition zone	Sacramento River	7/1/2020	4.34	20.20	22.69	141.62	7.66	8.08	93.58	3.09	1.04	14.76	1.88	17.37	22.69	135.03	0.07	0.15	0.73	0.83	0.01	1.71	6.14	41.17	48.16	0.33	24.54	1.50
A471	38.309969	-121.576267	North Delta tidal transition zone	Sacramento River	7/1/2020	4.53	21.28	22.69	142.13	7.65	8.04	93.13	2.93	1.04	14.55	1.83	17.44	22.69	135.43	0.07	0.17	0.72	0.82	0.00	1.70	8.34	36.56	48.25	0.00	25.81	1.53
A469	38.312656	-121.577551	North Delta tidal transition zone	Sacramento River	7/1/2020	4.64	21.72	22.67	142.40	7.65	8.04	93.23	2.97	1.06	14.50	1.83	17.57	22.67	135.65	0.07	0.15	0.73	0.80	0.00	1.67	9.16	38.13	47.70	0.01	26.36	1.56
A467	38.315537	-121.577963	North Delta tidal transition zone	Sacramento River	7/1/2020	4.75	22.28	22.65	142.76	7.64	8.05	93.29	3.03	1.08	14.54	1.84	17.71	22.65	135.96	0.07	0.13	0.74	0.78	0.00	1.64	8.56	40.49	47.44	0.01	27.03	1.59
A465	38.318434	-121.577793	North Delta tidal transition zone	Sacramento River	7/1/2020	5.01	24.19	22.65	143.80	7.64	8.04	93.07	3.03	1.07	14.93	1.81	17.93	22.64	136.89	0.08	0.12	0.74	0.77	0.00	1.63	7.89	43.90	48.13	0.01	29.19	1.64
A463	38.321313	-121.577352	North Delta tidal transition zone	Sacramento River	7/1/2020	5.12	25.40	22.66	144.44	7.64	8.02	92.92	2.98	1.04	15.09	1.78	18.00	22.65	137.45	0.08	0.13	0.73	0.77	0.00	1.63	8.22	37.97	48.62	0.01	30.52	1.67
A461	38.324125	-121.576525	North Delta tidal transition zone	Sacramento River	7/1/2020	5.34	27.38	22.67	145.55	7.63	8.02	92.92	2.92	1.05	15.12	1.75	18.25	22.67	138.51	0.08	0.15	0.71	0.78	0.00	1.63	9.13	22.79	39.62	0.01	32.72	1.74
A457	38.329528	-121.573474	North Delta tidal transition zone	Sacramento River	7/1/2020	5.45	29.60	22.64	146.94	7.62	8.00	92.61	2.98	1.03	15.64	1.76	18.83	22.64	139.78	0.08	0.14	0.72	0.77	0.00	1.63	8.39	38.30	49.58	0.15	35.03	1.85
A455	38.331947	-121.571451	North Delta tidal transition zone	Sacramento River	7/1/2020	5.49	32.78	22.62	148.44	7.60	7.92	91.67	3.09	0.98	16.56	1.75	19.45	22.61	141.00	0.08	0.09	0.72	0.76	0.00	1.57	5.46	44.81	48.26	0.26	38.22	1.96
A453	38.334096	-121.569008	North Delta tidal transition zone	Sacramento River	7/1/2020	5.46	35.60	22.61	149.65	7.58	7.88	91.21	3.16	0.96	17.06	1.74	19.88	22.61	142.00	0.08	0.05	0.73	0.75	0.00	1.53	3.35	46.43	48.68	0.23	41.02	2.03
A451	38.336321	-121.566618	North Delta tidal transition zone	Sacramento River	7/1/2020	5.40	38.46	22.60	150.89	7.57	7.85	90.91	3.14	0.96	17.44	1.72	20.30	22.60	143.13	0.08	0.03	0.73	0.72	0.01	1.49	1.92	48.13	47.85	0.76	43.84	2.11
A449	38.338512	-121.564239	North Delta tidal transition zone	Sacramento River	7/1/2020	5.36	40.77	22.60	151.91	7.56	7.84	90.69	3.07	0.96	17.72	1.70	20.61	22.60	144.12	0.08	0.01	0.73	0.69	0.02	1.46	0.81	49.42	46.87	1.26	46.12	2.19
A447	38.340673	-121.561790	North Delta tidal transition zone	Sacramento River	7/1/2020	5.26	42.86	22.61	153.18	7.55	7.81	90.41	3.02	0.96	18.11	1.66	21.05	22.61	145.53	0.08	0.00	0.73	0.66	0.02	1.42	0.02	48.94	46.39	1.21	48.13	2.30
A445	38.342998	-121.559569	North Delta tidal transition zone	Sacramento River	7/1/2020	5.18	43.66	22.61	153.92	7.55	7.80	90.26	3.07	0.94	18.35	1.66	21.34	22.61	146.37	0.08	0.00	0.73	0.66	0.01	1.42	0.02	46.14	46.95	0.66	48.85	2.37
A443	38.344221	-121.556282	North Delta tidal transition zone	Sacramento River	7/1/2020	5.10	44.08	22.61	154.51	7.54	7.79	90.15	3.12	0.94	18.52	1.65	21.57	22.62	147.06	0.08	0.00	0.73	0.67	0.01	1.43	0.00	44.30	47.13	0.88	49.18	2.43
A441	38.344964	-121.552724	North Delta tidal transition zone	Sacramento River	7/1/2020	5.05	44.16	22.62	154.87	7.54	7.78	90.14	3.10	0.95	18.61	1.64	21.68	22.63	147.60	0.08	0.00	0.73	0.70	0.02	1.45	0.11	47.06	48.15	1.04	49.21	2.49
