CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Regions	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	fDOM (QSU) (WS) SA	Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	Orthophosphate (uM) SA
A3245	38.209582	-121.491324	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	12.08	6.72	19.40	119.18	7.60	8.61	93.57	2.26	1.09	15.80	2.04	15.84	19.43	106.70	0.06	1.04	0.83	0.01	2.45	41.25	33.96	0.48	18.92	1.52	1.66
A2542	38.209172	-121.662429	Western Delta tidal zone	Cache Slough	10/1/2020	13.39	5.04	19.89	155.49	7.81	9.58	105.17	3.38	1.79	14.99	2.63	19.30	19.91	140.90	0.07	2.29	0.52	1.21	4.14	55.21	12.67	29.18	18.43	1.47	2.77
A3006	38.210451	-121.538411	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.48	9.09	19.37	130.28	7.76	8.58	93.22	1.57	0.80	13.24	1.50	13.48	19.39	116.11	0.06	0.76	0.79	0.00	1.96	32.36	40.27	0.00	13.57	1.37	1.81
A3147	38.210779	-121.505596	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	12.57	10.32	19.26	127.91	7.54	8.23	89.15	1.81	0.94	15.30	1.76	15.91	19.28	113.42	0.05	1.00	0.78	0.00	2.03	30.83	38.99	0.14	23.30	1.49	1.95
A3243	38.211628	-121.493454	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	11.01	6.33	19.33	113.67	7.56	8.61	93.45	2.28	1.09	15.69	2.07	15.59	19.36	101.99	0.06	1.04	0.82	0.01	2.50	38.69	33.09	0.27	17.61	1.51	1.62
A3004	38.211738	-121.536040	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.40	9.32	19.37	130.06	7.76	8.57	93.10	1.56	0.82	13.20	1.53	13.42	19.39	115.74	0.06	0.76	0.79	0.00	1.96	36.89	40.32	0.00	13.72	1.36	1.78
A2540	38.211138	-121.665089	Western Delta tidal zone	Cache Slough	10/1/2020	13.31	5.00	19.93	155.32	7.82	9.24	101.45	3.35	1.64	16.37	2.69	19.14	19.95	140.93	0.07	2.43	0.46	1.27	4.27	56.95	10.91	29.67	18.31	1.55	2.79
A577	38.212148	-121.557705	North Delta tidal transition zone	Sacramento River	10/1/2020	9.19	13.76	19.92	136.45	7.71	12.24	134.69	1.12	0.75	8.78	1.40	13.98	19.93	123.68	0.07	0.29	0.63	0.31	1.35	21.84	46.42	23.77	22.95	1.12	2.37
A3145	38.213268	-121.504687	Mokelumne tidal transition zone	North Mokelumne River	10/1/2020	12.28	10.05	19.25	125.95	7.54	8.24	89.32	1.81	0.93	15.25	1.75	15.83	19.27	111.96	0.05	1.00	0.78	0.00	2.04	36.25	38.88	0.12	22.76	1.48	1.96
A3241	38.213866	-121.495791	Mokelumne tidal transition zone	South Mokelumne River	10/1/2020	8.01	4.62	19.17	96.76	7.46	8.56	92.57	2.20	1.16	14.96	2.19	14.89	19.21	87.78	0.05	1.07	0.83	0.00	2.76	31.60	30.39	0.02	13.00	1.47	1.58
A2538	38.213305	-121.667598	Western Delta tidal zone	Cache Slough	10/1/2020	13.25	4.89	19.96	155.45	7.83	8.98	98.68	3.30	1.55	17.30	2.71	19.11	19.98	141.17	0.07	2.45	0.45	1.28	4.33	56.62	10.30	29.54	18.14	1.60	2.81
A3002	38.214231	-121.538282	North Delta tidal transition zone	Georgiana Slough	10/1/2020	4.37	9.27	19.38	129.74	7.77	8.61	93.52	1.52	0.79	13.10	1.50	13.30	19.41	115.44	0.06	0.76	0.80	0.00	1.99	33.73	40.24	0.00	13.64	1.36	1.77
