CL ID	"Latitude (Decimal Degrees, NAD83)"	"Longitude (Decimal Degrees, NAD83)"	Region	Location	"Time Period (Month, Year)"	NO3 (uM) (SUNA) SA	NH4 (uM) (Tline) SA	Water Temp (deg. C) (EXO) SA	Sp Cond (uS/cm) (EXO) SA	pH (EXO) SA	DO (mg/L) (EXO) SA	DO (%sat) (EXO) SA	Turb (FNU) (EXO) SA	fCHL (ug/L) (EXO) SA	fDOM (QSU) (EXO) SA	fCHL (ug/L) (WS) SA	Water Temp (deg. C) (TSG) SA	Cond (uS/cm) (TSG) SA	Salinity (PSU) (TSG) SA	Green Algae (ug/L) (FP) SA	Bluegreen (ug/L) (FP) SA	Diatoms (ug/L) (FP) SA	Cryptophyta (ug/L) (FP) SA	Total Conc (ug/L) (FP) SA	Green Algae (%) (FP) SA	Bluegreen (%) (FP) SA	Diatoms (%) (FP) SA	Cryptophyta (%) (FP) SA	estDIN (uM) SA	estDOC (mg-C/L) SA	estDON (uM) SA	estTDN (uM) SA	Orthophosphate (uM) SA
A965	38.05103	-122.09956	Suisun Bay	Suisun Bay	May-2022	27.20	8.36	17.84	21170.90	7.89	8.44	95.93	56.26	4.59	29.63	4.83	17.86	18581.2	12.96	1.61	2.45	2.72	0.00	6.74	23.84	36.26	40.37	0.00	35.64	2.83	15.45	51.39	1.72
A966	38.05026	-122.10129	Suisun Bay	Suisun Bay	May-2022	27.20	8.18	17.84	21282.58	7.89	8.44	96.00	52.24	4.52	29.70	4.81	17.87	18694.4	13.05	1.62	2.36	2.72	0.00	6.66	24.30	35.35	40.81	0.00	35.44	2.84	15.48	51.09	1.72
A967	38.04945	-122.10301	Suisun Bay	Suisun Bay	May-2022	27.06	7.84	17.84	21492.54	7.89	8.44	96.02	51.30	4.48	29.71	4.78	17.86	18881.1	13.19	1.62	2.32	2.69	0.00	6.60	24.58	35.15	40.80	0.00	34.93	2.84	15.48	50.51	1.71
A968	38.04886	-122.10475	Suisun Bay	Suisun Bay	May-2022	26.97	7.38	17.82	21659.32	7.89	8.44	96.01	53.42	4.48	29.71	4.77	17.84	19024.3	13.30	1.62	2.34	2.68	0.00	6.63	24.54	35.27	40.49	0.00	34.34	2.84	15.49	49.86	1.70
A969	38.04791	-122.10646	Suisun Bay	Suisun Bay	May-2022	26.83	6.84	17.81	21808.63	7.89	8.43	96.01	54.82	4.52	29.67	4.78	17.83	19129.7	13.39	1.63	2.35	2.69	0.00	6.66	24.46	35.13	40.35	0.00	33.66	2.84	15.47	49.14	1.70
A970	38.04687	-122.10820	Suisun Bay	Suisun Bay	May-2022	26.82	6.78	17.79	21881.90	7.89	8.43	95.95	55.87	4.57	29.29	4.80	17.81	19169.1	13.42	1.63	2.42	2.70	0.00	6.73	24.26	35.97	40.15	0.00	33.60	2.81	15.32	48.95	1.69
A971	38.04634	-122.11001	Suisun Bay	Suisun Bay	May-2022	26.78	6.38	17.79	21992.05	7.89	8.43	95.97	55.79	4.60	29.24	4.83	17.81	19250.5	13.48	1.64	2.40	2.72	0.00	6.77	24.24	35.51	40.19	0.00	33.15	2.80	15.30	48.47	1.70
A972	38.04523	-122.11180	Suisun Bay	Suisun Bay	May-2022	26.81	6.13	17.78	22090.31	7.89	8.43	95.99	53.51	4.64	29.04	4.86	17.81	19322.7	13.54	1.65	2.39	2.76	0.00	6.81	24.28	35.09	40.52	0.00	32.94	2.79	15.22	48.17	1.69
A973	38.04416	-122.11358	Suisun Bay	Suisun Bay	May-2022	26.81	5.95	17.79	22121.12	7.89	8.43	96.04	51.14	4.63	29.19	4.87	17.83	19347.8	13.55	1.66	2.32	2.78	0.00	6.78	24.50	33.94	40.95	0.00	32.76	2.80	15.28	48.04	1.69
A974	38.04287	-122.11530	Suisun Bay	Suisun Bay	May-2022	26.83	5.90	17.79	22161.49	7.89	8.43	96.05	51.23	4.64	29.21	4.87	17.82	19384.8	13.58	1.66	2.32	2.78	0.00	6.78	24.52	33.83	40.96	0.00	32.73	2.80	15.29	48.02	1.69
A975	38.04287	-122.11707	Suisun Bay	Suisun Bay	May-2022	26.80	5.79	17.79	22185.30	7.89	8.43	96.04	51.85	4.65	29.17	4.88	17.82	19382.5	13.58	1.67	2.32	2.78	0.00	6.80	24.56	33.41	40.97	0.00	32.59	2.80	15.27	47.84	1.69
A1072	38.13116	-122.01776	Suisun Bay	Grizzly Bay	May-2022	27.56	3.58	19.87	18237.40	8.03	8.85	103.51	37.52	5.33	33.04	6.13	19.88	16812.6	11.08	3.21	1.97	3.13	0.00	8.26	38.83	23.91	37.79	0.00	31.60	3.09	16.82	48.27	1.00
A1073	38.13246	-122.01591	Suisun Bay	Grizzly Bay	May-2022	27.68	3.50	19.87	18536.00	8.03	8.86	103.71	39.93	5.37	32.84	6.19	19.87	17019.3	11.23	3.18	2.05	3.19	0.00	8.37	38.05	24.47	38.03	0.00	31.56	3.07	16.74	48.21	1.01
A1074	38.13389	-122.01404	Suisun Bay	Grizzly Bay	May-2022	27.75	3.42	19.86	18606.12	8.03	8.87	103.81	41.07	5.46	32.50	6.30	19.88	16986.8	11.21	3.16	2.11	3.35	0.00	8.60	36.88	24.56	38.91	0.00	31.45	3.04	16.60	48.13	1.04
A1075	38.13531	-122.01221	Suisun Bay	Grizzly Bay	May-2022	27.84	3.33	19.89	18332.96	8.03	8.87	103.85	42.45	5.62	32.32	6.44	19.91	16657.6	10.96	3.16	2.16	3.52	0.00	8.81	35.94	24.50	39.81	0.00	31.28	3.03	16.53	48.04	1.05
A1076	38.13644	-122.01041	Suisun Bay	Grizzly Bay	May-2022	27.71	3.35	19.86	18542.23	8.03	8.87	103.84	41.81	5.60	32.24	6.45	19.89	16822.5	11.09	3.18	2.15	3.54	0.00	8.87	35.85	24.26	39.87	0.00	31.30	3.03	16.50	48.06	1.08
A1077	38.13732	-122.00863	Suisun Bay	Grizzly Bay	May-2022	27.70	3.28	19.87	18292.44	8.03	8.88	103.81	42.78	5.70	32.19	6.54	19.90	16517.8	10.86	3.19	2.18	3.61	0.00	8.99	35.52	24.21	40.16	0.00	31.12	3.02	16.48	47.99	1.09
A1117	38.10565	-122.02637	Suisun Bay	Grizzly Bay	May-2022	26.26	4.33	18.89	15299.36	7.98	8.70	98.71	46.68	4.85	32.50	5.20	18.93	14085.7	9.35	2.05	2.28	2.79	0.00	7.10	28.90	32.17	39.32	0.00	30.59	3.04	16.60	47.20	1.14
A1136	38.09525	-122.01959	Suisun Bay	Grizzly Bay	May-2022	27.18	4.76	18.73	16516.58	7.97	8.92	101.28	42.54	4.92	33.83	5.42	18.77	14791.7	9.90	1.98	2.22	2.90	0.00	7.13	27.69	31.23	40.57	0.00	31.65	3.14	17.13	48.97	1.21
A1135	38.09500	-122.02188	Suisun Bay	Grizzly Bay	May-2022	27.14	4.38	18.79	16401.19	7.97	8.86	100.68	42.68	5.05	33.68	5.56	18.83	14743.3	9.85	2.09	2.22	3.01	0.00	7.35	28.32	30.23	40.93	0.00	31.36	3.13	17.07	48.57	1.18
A1134	38.09534	-122.02386	Suisun Bay	Grizzly Bay	May-2022	27.06	4.11	18.84	16298.74	7.97	8.76	99.62	43.51	5.19	33.60	5.70	18.87	14709.4	9.81	2.19	2.22	3.13	0.00	7.58	28.91	29.38	41.25	0.00	31.16	3.13	17.04	48.27	1.17
A1118	38.10502	-122.02810	Suisun Bay	Grizzly Bay	May-2022	26.26	4.33	18.89	15299.36	7.98	8.70	98.71	46.68	4.85	32.50	5.20	18.93	14085.7	9.35	2.05	2.28	2.79	0.00	7.10	28.90	32.17	39.32	0.00	30.59	3.04	16.60	47.20	1.14
A1119	38.10455	-122.03008	Suisun Bay	Grizzly Bay	May-2022	26.48	4.31	18.87	15688.71	7.98	8.69	98.64	52.26	5.01	32.39	5.30	18.91	14507.4	9.66	2.15	2.38	2.85	0.00	7.36	29.43	32.22	38.77	0.00	30.76	3.04	16.55	47.35	1.17
A1133	38.09519	-122.02613	Suisun Bay	Grizzly Bay	May-2022	27.04	3.94	18.86	16254.88	7.96	8.61	98.00	45.03	5.32	33.37	5.80	18.90	14711.7	9.81	2.27	2.26	3.22	0.00	7.79	29.20	28.97	41.43	0.00	31.06	3.11	16.95	48.08	1.17
A1121	38.10365	-122.03267	Suisun Bay	Grizzly Bay	May-2022	27.18	4.27	18.72	16516.12	7.97	8.64	98.12	67.95	5.41	31.88	5.51	18.75	15087.1	10.12	2.25	2.74	3.03	0.00	7.99	28.58	33.72	38.15	0.00	31.37	3.00	16.35	47.86	1.27
A1132	38.09511	-122.02828	Suisun Bay	Grizzly Bay	May-2022	27.11	3.85	18.79	16424.27	7.96	8.57	97.39	52.57	5.41	32.75	5.78	18.82	14877.7	9.95	2.28	2.42	3.22	0.00	7.94	28.84	30.19	40.74	0.00	31.11	3.06	16.70	47.94	1.21
A1038	38.10844	-122.05774	Suisun Bay	Grizzly Bay	May-2022	29.12	5.21	17.90	18619.41	7.95	9.23	103.39	195.44	6.54	26.82	5.41	17.93	16323.6	11.24	2.12	4.56	3.15	0.00	9.85	21.57	46.27	32.04	0.00	35.09	2.62	14.33	50.32	2.11
A1039	38.10981	-122.05704	Suisun Bay	Grizzly Bay	May-2022	29.40	5.33	17.92	18583.91	7.95	9.22	103.65	197.24	6.45	26.70	5.39	17.95	16302.2	11.22	2.13	4.54	3.12	0.00	9.80	21.73	46.26	31.91	0.00	35.05	2.62	14.28	50.28	2.09
A1040	38.11014	-122.05461	Suisun Bay	Grizzly Bay	May-2022	29.58	5.46	17.92	18605.90	7.95	8.97	100.73	197.01	6.51	26.74	5.41	17.95	16320.0	11.23	2.17	4.62	3.12	0.00	9.92	21.86	46.57	31.48	0.00	34.97	2.62	14.29	50.24	2.02
A1041	38.11090	-122.05298	Suisun Bay	Grizzly Bay	May-2022	29.71	5.55	17.93	18592.47	7.95	8.75	98.22	189.07	6.49	26.87	5.42	17.97	16307.7	11.22	2.20	4.62	3.11	0.00	9.93	22.15	46.47	31.35	0.00	34.87	2.63	14.35	50.18	1.94
A1042	38.11155	-122.05115	Suisun Bay	Grizzly Bay	May-2022	29.75	5.53	17.95	18520.48	7.95	8.66	97.23	170.65	6.34	27.10	5.40	17.98	16250.9	11.17	2.19	4.48	3.09	0.00	9.75	22.54	45.83	31.76	0.00	34.73	2.65	14.44	50.09	1.85
A1043	38.11288	-122.05053	Suisun Bay	Grizzly Bay	May-2022	29.86	5.57	17.96	18512.70	7.96	8.65	97.38	163.31	6.17	27.10	5.38	17.99	16239.6	11.16	2.18	4.38	3.05	0.00	9.60	22.79	45.50	31.81	0.00	34.78	2.65	14.44	50.13	1.83
A1044	38.11400	-122.04962	Suisun Bay	Grizzly Bay	May-2022	29.72	5.61	18.00	18384.35	7.96	8.61	97.14	137.29	5.90	27.67	5.38	18.04	16128.7	11.07	2.17	4.08	3.02	0.00	9.24	23.49	44.05	32.72	0.00	34.71	2.69	14.67	50.10	1.72
A1046	38.11639	-122.04814	Suisun Bay	Grizzly Bay	May-2022	29.36	5.72	18.06	18182.64	7.97	8.61	97.10	116.11	5.73	28.35	5.44	18.11	15945.9	10.91	2.15	3.82	3.04	0.00	8.98	24.04	42.40	33.84	0.00	34.60	2.74	14.94	50.03	1.62
A1383	38.12790	-122.05567	Suisun Bay	Montezuma Slough	May-2022	28.47	5.05	18.61	16680.34	7.97	8.66	98.21	75.91	5.24	30.09	5.48	18.66	14663.6	9.84	2.04	3.11	2.91	0.00	8.08	25.26	38.48	36.02	0.00	33.47	2.87	15.64	49.11	1.66
A1382	38.12670	-122.05426	Suisun Bay	Montezuma Slough	May-2022	28.89	5.28	18.48	17084.72	7.97	8.66	98.17	82.88	5.38	29.41	5.57	18.53	14965.2	10.09	2.08	3.25	2.97	0.00	8.35	24.97	38.79	35.72	0.00	34.03	2.82	15.36	49.44	1.70
A1045	38.11517	-122.04882	Suisun Bay	Grizzly Bay	May-2022	29.72	5.61	18.00	18384.35	7.96	8.61	97.14	137.29	5.90	27.67	5.38	18.04	16128.7	11.07	2.17	4.08	3.02	0.00	9.24	23.49	44.05	32.72	0.00	34.71	2.69	14.67	50.10	1.72
A1047	38.11771	-122.04756	Suisun Bay	Grizzly Bay	May-2022	29.36	5.72	18.06	18182.64	7.97	8.61	97.10	116.11	5.73	28.35	5.44	18.11	15945.9	10.91	2.15	3.82	3.04	0.00	8.98	24.04	42.40	33.84	0.00	34.60	2.74	14.94	50.03	1.62
A1048	38.11865	-122.04630	Suisun Bay	Grizzly Bay	May-2022	29.24	5.76	18.10	18077.26	7.97	8.61	97.19	108.96	5.66	28.73	5.48	18.15	15837.4	10.82	2.15	3.71	3.05	0.00	8.89	24.17	41.69	34.26	0.00	34.57	2.77	15.09	49.99	1.59
A1049	38.11924	-122.04449	Suisun Bay	Grizzly Bay	May-2022	28.81	5.78	18.17	17897.38	7.97	8.61	97.24	102.61	5.67	28.94	5.54	18.22	15704.8	10.71	2.17	3.66	3.09	0.00	8.86	24.49	41.21	34.80	0.00	34.33	2.78	15.18	49.74	1.53
A1050	38.12002	-122.04304	Suisun Bay	Grizzly Bay	May-2022	28.24	5.67	18.33	17545.76	7.98	8.63	97.60	93.09	5.69	29.20	5.66	18.39	15443.4	10.47	2.23	3.57	3.15	0.00	8.87	25.15	40.18	35.56	0.00	33.86	2.80	15.28	49.19	1.44
A1051	38.12070	-122.04133	Suisun Bay	Grizzly Bay	May-2022	28.04	5.56	18.45	17340.72	7.98	8.64	97.92	86.72	5.70	29.19	5.74	18.51	15331.6	10.36	2.29	3.49	3.19	0.00	8.87	25.90	39.35	35.87	0.00	33.54	2.80	15.27	48.86	1.39
A1052	38.12139	-122.03959	Suisun Bay	Grizzly Bay	May-2022	27.94	5.42	18.60	17128.84	7.99	8.66	98.32	79.40	5.68	29.31	5.80	18.65	15230.1	10.25	2.36	3.36	3.20	0.00	8.81	26.88	38.08	36.19	0.00	33.27	2.81	15.32	48.63	1.34
A1053	38.12266	-122.03890	Suisun Bay	Grizzly Bay	May-2022	27.82	5.30	18.71	17028.97	7.99	8.67	98.62	77.60	5.74	29.26	5.91	18.76	15173.4	10.18	2.44	3.35	3.26	0.00	8.94	27.27	37.46	36.69	0.00	33.09	2.81	15.30	48.39	1.33
A1054	38.12406	-122.03844	Suisun Bay	Grizzly Bay	May-2022	27.69	5.11	18.84	16895.45	8.00	8.68	98.97	76.35	5.82	29.26	6.02	18.89	15110.2	10.10	2.53	3.32	3.32	0.00	9.07	27.78	36.66	37.11	0.00	32.81	2.81	15.30	48.10	1.31
A1066	38.12857	-122.02876	Suisun Bay	Grizzly Bay	May-2022	28.34	4.52	19.58	17019.91	8.03	8.81	101.92	44.00	5.45	31.49	6.25	19.61	15604.6	10.28	3.08	2.33	3.15	0.00	8.56	36.14	27.12	36.38	0.00	32.87	2.97	16.20	49.06	1.15
A1065	38.12936	-122.03062	Suisun Bay	Grizzly Bay	May-2022	28.44	4.71	19.52	16902.06	8.03	8.79	101.58	50.79	5.67	30.93	6.40	19.55	15445.2	10.18	3.07	2.55	3.31	0.00	8.92	34.52	28.51	36.19	0.00	33.15	2.93	15.97	49.11	1.18
A1064	38.12965	-122.03245	Suisun Bay	Grizzly Bay	May-2022	28.41	4.83	19.44	16795.22	8.02	8.77	101.15	58.34	5.86	30.47	6.49	19.48	15300.3	10.10	3.04	2.77	3.43	0.00	9.24	32.97	29.99	34.94	0.00	33.24	2.90	15.79	49.03	1.21
A1063	38.13023	-122.03426	Suisun Bay	Grizzly Bay	May-2022	28.42	4.70	19.43	16667.63	8.02	8.75	100.88	66.81	6.05	30.24	6.53	19.46	15181.2	10.01	3.03	2.97	3.54	0.00	9.55	31.74	31.11	32.08	0.00	33.14	2.88	15.70	48.82	1.23
A1062	38.13038	-122.03610	Suisun Bay	Grizzly Bay	May-2022	28.42	4.70	19.43	16667.63	8.02	8.75	100.88	66.81	6.05	30.24	6.53	19.46	15181.2	10.01	3.03	2.97	3.54	0.00	9.55	31.74	31.11	32.08	0.00	33.14	2.88	15.70	48.82	1.23
A1061	38.13083	-122.03799	Suisun Bay	Grizzly Bay	May-2022	28.04	4.57	19.33	16542.18	8.01	8.73	100.37	71.66	6.04	29.85	6.39	19.37	15032.8	9.93	2.89	3.11	3.51	0.00	9.50	30.36	32.80	32.87	0.00	32.62	2.85	15.54	48.15	1.26
A1060	38.13126	-122.03982	Suisun Bay	Grizzly Bay	May-2022	27.87	4.40	19.22	16445.52	8.00	8.71	99.86	75.86	5.96	29.49	6.19	19.26	14901.7	9.86	2.70	3.22	3.43	0.00	9.33	28.90	34.63	34.22	0.00	32.29	2.82	15.40	47.67	1.29
A1059	38.13193	-122.04163	Suisun Bay	Grizzly Bay	May-2022	28.08	4.12	19.21	16238.13	7.99	8.70	99.66	79.74	5.84	29.23	5.97	19.24	14718.1	9.73	2.53	3.28	3.32	0.00	9.13	27.70	36.05	35.44	0.00	32.21	2.80	15.29	47.49	1.32
A1058	38.13239	-122.04347	Suisun Bay	Grizzly Bay	May-2022	28.06	4.11	19.12	16159.05	7.98	8.69	99.33	83.53	5.73	29.02	5.79	19.15	14601.1	9.67	2.39	3.36	3.19	0.00	8.93	26.76	37.64	35.58	0.00	32.17	2.79	15.21	47.37	1.35
A1057	38.13292	-122.04528	Suisun Bay	Grizzly Bay	May-2022	28.11	4.19	19.03	16104.72	7.98	8.68	99.04	88.63	5.62	29.28	5.63	19.06	14495.9	9.62	2.27	3.40	3.08	0.00	8.75	25.95	38.92	35.28	0.00	32.31	2.81	15.31	47.61	1.38
A1055	38.13320	-122.04885	Suisun Bay	Grizzly Bay	May-2022	27.89	4.42	18.89	16045.33	7.97	8.67	98.63	89.04	5.36	30.26	5.40	18.93	14321.6	9.53	2.10	3.31	2.88	0.00	8.30	25.36	39.92	34.76	0.00	32.30	2.88	15.70	47.99	1.46
A1095	38.11505	-121.99728	Suisun Bay	Grizzly Bay	May-2022	29.33	3.23	19.63	16291.86	8.03	8.79	101.55	65.66	6.71	30.35	7.36	19.66	14820.5	9.71	3.15	2.82	4.41	0.00	10.39	30.47	27.16	42.25	0.00	32.56	2.89	15.74	48.31	2.52
A1096	38.11387	-121.99550	Suisun Bay	Grizzly Bay	May-2022	29.41	3.07	19.65	16297.05	8.02	8.78	101.46	64.10	6.55	30.34	7.28	19.68	14855.0	9.73	3.12	2.81	4.26	0.00	10.19	30.65	27.64	41.62	0.00	32.48	2.88	15.73	48.22	2.75
A1097	38.11267	-121.99412	Suisun Bay	Grizzly Bay	May-2022	28.56	2.99	19.66	16208.21	8.01	8.75	101.09	53.26	5.97	30.47	6.77	19.68	14774.2	9.67	2.90	2.59	3.75	0.00	9.27	31.24	28.02	40.49	0.00	31.55	2.89	15.79	47.34	3.05
A1099	38.10961	-121.99580	Suisun Bay	Grizzly Bay	May-2022	26.86	3.36	19.61	15993.34	7.99	8.73	100.65	40.37	5.33	31.38	6.04	19.64	14499.0	9.49	2.60	2.21	3.29	0.00	8.19	31.60	27.17	40.25	0.00	30.21	2.96	16.15	46.35	3.01
A1085	38.12675	-122.00663	Suisun Bay	Grizzly Bay	May-2022	28.18	3.13	19.73	16522.24	8.02	8.82	102.26	64.02	6.54	33.31	7.19	19.74	15018.0	9.83	3.28	2.67	4.21	0.00	10.13	32.49	26.30	41.45	0.00	31.26	3.10	16.92	48.22	0.93
A1086	38.12601	-122.00459	Suisun Bay	Grizzly Bay	May-2022	28.23	3.12	19.67	16455.80	8.02	8.81	101.95	69.08	6.80	33.58	7.42	19.69	14960.3	9.81	3.41	2.77	4.41	0.00	10.61	32.20	26.10	41.51	0.00	31.27	3.12	17.03	48.35	0.98
A1107	38.11272	-122.01474	Suisun Bay	Grizzly Bay	May-2022	26.76	2.95	19.22	14951.97	8.01	8.72	99.43	39.06	4.35	32.84	4.92	19.24	13365.0	8.77	1.99	2.04	2.45	0.00	6.50	30.58	31.60	37.54	0.00	29.71	3.07	16.74	46.45	1.10
A1108	38.11355	-122.01747	Suisun Bay	Grizzly Bay	May-2022	26.53	3.06	19.15	14833.97	8.01	8.72	99.26	38.14	4.27	32.84	4.82	19.17	13256.4	8.71	1.91	2.03	2.38	0.00	6.35	30.07	32.10	37.40	0.00	29.59	3.07	16.74	46.33	1.06
A1109	38.11460	-122.02029	Suisun Bay	Grizzly Bay	May-2022	26.39	3.58	19.11	14953.82	8.01	8.73	99.32	37.43	4.34	32.59	4.88	19.14	13484.4	8.87	1.97	2.04	2.40	0.00	6.45	30.23	31.82	37.34	0.00	29.94	3.05	16.63	46.59	1.02
A1069	38.12911	-122.02324	Suisun Bay	Grizzly Bay	May-2022	27.60	3.96	19.76	17521.87	8.03	8.83	102.76	32.02	5.15	32.86	5.98	19.79	16200.3	10.66	3.21	1.90	2.98	0.00	8.08	39.64	23.61	36.85	0.00	31.83	3.07	16.75	48.54	1.07
A1386	38.13242	-122.05569	Suisun Bay	Montezuma Slough	May-2022	27.79	4.58	18.83	15995.43	7.97	8.67	98.51	72.43	5.04	31.25	5.28	18.88	14177.9	9.43	1.96	2.98	2.76	0.00	7.68	25.55	38.76	35.96	0.00	32.37	2.95	16.10	48.46	1.60
A1384	38.12942	-122.05559	Suisun Bay	Montezuma Slough	May-2022	28.47	5.05	18.61	16680.34	7.97	8.66	98.21	75.91	5.24	30.09	5.48	18.66	14663.6	9.84	2.04	3.11	2.91	0.00	8.08	25.26	38.48	36.02	0.00	33.47	2.87	15.64	49.11	1.66
A828	38.04929	-121.88109	Western Delta Tidal Transition Zone	Sacramento River	May-2022	22.31	4.80	18.48	6830.69	7.99	9.08	99.04	28.43	3.30	31.83	3.44	18.51	6057.9	3.82	0.57	2.15	1.59	0.00	4.31	13.20	49.93	36.84	0.00	27.12	3.00	16.33	43.45	1.75
A3607	38.02022	-121.81322	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.30	0.23	18.90	1160.89	7.97	9.03	97.40	18.55	3.46	28.85	3.88	18.93	1070.3	0.60	0.97	1.75	1.98	0.00	4.67	20.73	36.50	42.37	0.00	16.53	2.77	15.14	31.67	1.79
A3605	38.01986	-121.80935	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.31	0.23	18.87	1104.92	7.98	9.03	97.41	18.36	3.44	28.59	3.87	18.91	1012.5	0.57	0.95	1.74	1.94	0.00	4.63	20.49	36.22	41.99	0.00	16.54	2.76	15.04	31.58	1.80
A3609	38.02118	-121.81699	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.45	0.23	18.91	1238.67	7.96	9.01	97.34	19.52	3.52	29.14	3.94	18.94	1149.6	0.65	0.93	1.78	2.01	0.00	4.71	19.85	36.17	42.62	0.00	16.69	2.80	15.26	31.95	1.77
A3603	38.02047	-121.80551	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.33	0.23	18.86	1060.61	7.98	9.04	97.46	18.32	3.44	28.44	3.86	18.89	966.8	0.54	0.91	1.72	1.92	0.00	4.57	19.84	35.38	42.04	0.00	16.56	2.74	14.97	31.54	1.81
A3601	38.02114	-121.80188	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.35	0.23	18.86	1023.29	7.98	9.04	97.53	17.79	3.41	28.34	3.82	18.89	931.1	0.52	0.94	1.70	1.89	0.00	4.55	20.68	32.85	41.65	0.00	16.58	2.74	14.94	31.52	1.82
A3599	38.02096	-121.79802	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.27	0.22	18.87	987.23	7.98	9.05	97.58	17.26	3.39	28.31	3.79	18.89	898.5	0.50	0.94	1.65	1.86	0.00	4.47	21.02	20.38	41.72	0.00	16.50	2.74	14.92	31.42	1.83
A3611	38.02310	-121.82005	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.74	0.25	18.91	1341.87	7.95	9.00	97.27	20.57	3.58	29.26	4.01	18.93	1241.7	0.71	0.93	1.82	2.04	0.00	4.79	19.37	31.37	42.56	0.00	16.99	2.81	15.30	32.29	1.78
A3578	38.02430	-121.79158	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.24	0.25	18.88	949.14	8.00	9.06	97.68	16.85	3.34	28.39	3.74	18.91	864.6	0.49	0.91	1.65	1.80	0.00	4.39	20.80	28.50	41.14	0.00	16.48	2.74	14.96	31.44	1.86
A3576	38.02480	-121.78797	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.09	0.23	18.89	889.69	8.00	9.06	97.72	15.97	3.27	28.40	3.70	18.91	811.5	0.45	0.92	1.65	1.75	0.00	4.34	21.07	32.02	40.45	0.00	16.31	2.74	14.96	31.27	1.87
A3613	38.02489	-121.82295	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	17.05	0.30	18.88	1453.46	7.94	8.99	97.07	21.20	3.63	29.42	4.07	18.90	1328.8	0.76	0.91	1.85	2.06	0.00	4.84	18.70	29.03	42.65	0.00	17.41	2.82	15.37	32.77	1.78
A4052	38.02781	-121.84619	Western Delta Tidal Transition Zone	New York Slough	May-2022	17.78	2.60	18.78	2261.07	7.89	8.89	96.15	21.13	3.51	30.44	3.86	18.81	2073.6	1.21	0.72	1.88	1.89	0.00	4.50	16.05	36.07	41.99	0.00	20.45	2.89	15.78	36.19	1.80
A3558	38.02420	-121.75529	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.00	0.20	18.95	818.15	7.99	9.08	97.91	17.24	3.43	28.61	4.00	18.98	738.0	0.41	1.00	1.68	1.80	0.00	4.48	22.28	35.93	40.19	0.00	15.45	2.76	15.04	30.48	1.84
A3556	38.02442	-121.75148	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.01	0.24	18.98	794.51	7.99	9.08	98.00	17.82	3.49	28.76	4.00	19.01	723.7	0.40	0.98	1.68	1.82	0.00	4.49	21.91	37.48	40.50	0.00	15.45	2.77	15.10	30.49	1.84
A3560	38.02504	-121.75886	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	16.09	0.16	18.93	793.55	8.00	9.08	97.93	16.05	3.32	28.34	3.92	18.96	705.9	0.39	0.96	1.64	1.77	0.00	4.38	21.82	29.22	40.30	0.00	15.46	2.74	14.94	30.48	1.84
A3554	38.02472	-121.74764	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	15.98	0.27	19.00	750.94	8.00	9.09	98.18	17.43	3.46	28.80	3.95	19.04	683.7	0.38	0.94	1.66	1.83	0.00	4.44	21.21	37.48	41.15	0.00	15.45	2.77	15.12	30.50	1.83
A4049	38.02755	-121.84049	Western Delta Tidal Transition Zone	New York Slough	May-2022	17.46	2.16	18.83	2005.85	7.89	8.90	96.22	19.65	3.50	30.33	3.86	18.87	1823.6	1.06	0.76	1.84	1.90	0.00	4.52	16.75	34.71	41.96	0.00	19.82	2.88	15.73	35.49	1.78
A3565	38.03029	-121.76861	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	15.95	0.24	18.88	734.46	8.02	9.08	97.80	15.04	3.22	28.19	3.63	18.90	657.4	0.37	0.79	1.61	1.68	0.00	4.10	19.22	39.43	41.09	0.00	15.95	2.73	14.88	30.90	1.86
A3615	38.02734	-121.82564	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	17.03	0.44	18.86	1497.80	7.94	8.98	96.93	21.10	3.62	29.54	4.06	18.89	1364.0	0.78	0.90	1.84	2.04	0.00	4.81	18.79	31.46	42.49	0.00	17.75	2.83	15.42	33.14	1.79
A3552	38.02493	-121.74402	Western Delta Tidal Transition Zone	San Joaquin River	May-2022	15.82	0.30	19.03	720.39	8.02	9.12	98.50	16.97	3.41	28.70	3.89	19.06	652.4	0.36	0.91	1.64	1.84	0.00	4.39	20.58	37.53	41.80	0.00	15.44	2.76	15.08	30.51	1.83
